Team_name,Team_GP,Team_PTS,Team_FGM,Team_FGA,Team_ThreePM,Team_ThreePA,Team_FTM,Team_FTA,Team_OR,Team_DR,Team_REB,Team_AST,Team_STL,Team_BLK,Team_TO,Team_PF,Team_FG_percent,Team_ThreeP_percent,Team_FT_percent,Year,Team_BPI,Team_DEF_I,Team_OFF_I,Team_CONF,Team_QUAL_WINS,Team_SOR_RK,Team_SOS_RK,Team_QUAL_LOSS,Team_Wins,Team_Losses
1437.0,40,86.6,30.5,61.0,11.6,29.0,14.0,18.0,9.6,26.3,35.9,16.4,6.5,4.1,10.6,16.1,50.0,40.1,77.9,2018,22.8,7.3,15.5,Big East,16,1.0,11.0,2,36,4
1366.0,32,86.1,29.4,73.4,12.2,40.8,15.1,21.7,13.2,25.0,38.2,15.8,9.4,2.8,14.0,19.0,40.0,30.0,69.6,2018,9.0,-0.2,1.2,Unknown,2,50.0,173.0,14,18,16
1340.0,34,85.2,30.4,68.6,8.8,26.0,15.6,22.1,14.5,23.9,38.4,16.1,9.8,3.5,12.7,21.9,44.3,34.0,70.4,2018,9.0,-0.2,1.2,Unknown,2,50.0,173.0,14,18,16
1456.0,31,85.0,29.4,57.5,10.9,25.1,15.5,19.1,6.7,26.1,32.8,17.7,5.6,4.0,12.3,17.1,51.1,43.4,81.0,2018,9.0,-0.2,1.2,Unknown,2,50.0,173.0,14,18,16
1328.0,32,84.9,29.8,64.4,9.4,26.1,15.9,21.4,10.6,28.2,38.8,15.0,6.5,4.7,13.4,17.2,46.3,35.9,74.6,2018,9.4,2.7,6.8,Big 12,7,44.0,4.0,10,18,14
1138.0,36,84.6,30.7,64.9,9.8,26.3,13.5,19.3,11.9,26.6,38.6,16.6,6.3,4.1,12.4,21.0,47.3,37.0,69.9,2018,9.0,-0.2,1.2,Unknown,2,50.0,173.0,14,18,16
1462.0,35,84.4,28.9,58.7,7.8,21.0,18.8,24.1,9.8,28.5,38.3,16.5,5.9,3.1,12.6,17.2,49.2,37.2,77.9,2018,14.7,4.2,10.5,Big East,10,5.0,40.0,4,29,6
1181.0,37,84.4,30.4,61.8,8.4,22.5,15.2,21.4,13.4,27.7,41.1,17.5,7.4,5.0,12.4,15.5,49.2,37.2,71.0,2018,19.8,7.5,12.4,ACC,14,6.0,8.0,6,29,8
1267.0,36,83.8,28.9,62.0,10.1,28.1,15.9,20.8,8.1,27.6,35.7,17.1,7.0,5.8,13.2,17.1,46.7,35.8,76.4,2018,9.0,-0.2,1.2,Unknown,2,50.0,173.0,14,18,16
1211.0,37,83.5,30.4,61.1,8.9,24.1,13.9,19.6,11.2,28.7,39.9,15.2,6.3,3.6,11.4,17.1,49.8,36.8,70.8,2018,15.4,5.9,9.4,WCC,5,15.0,90.0,4,32,5
