Team_name,Team_GP,Team_PTS,Team_FGM,Team_FGA,Team_ThreePM,Team_ThreePA,Team_FTM,Team_FTA,Team_OR,Team_DR,Team_REB,Team_AST,Team_STL,Team_BLK,Team_TO,Team_PF,Team_FG_percent,Team_ThreeP_percent,Team_FT_percent,Year,Team_BPI,Team_DEF_I,Team_OFF_I,Team_CONF,Team_QUAL_WINS,Team_SOR_RK,Team_SOS_RK,Team_QUAL_LOSS,Team_Wins,Team_Losses
1211.0,33,87.4,31.8,61.7,7.5,19.3,16.5,23.9,11.4,28.8,40.1,16.7,7.4,3.8,11.2,14.7,51.5,38.6,68.8,2020,18.1,5.0,13.1,WCC,6,3.0,95.0,2,31,2
1181.0,31,82.5,29.7,63.1,7.0,19.9,16.2,22.5,12.7,27.4,40.1,15.5,8.3,6.1,13.2,18.0,47.0,35.2,72.0,2020,18.3,8.6,9.7,ACC,5,12.0,59.0,3,25,6
1104.0,31,82.0,27.5,63.1,10.8,30.9,16.1,23.3,11.7,27.6,39.4,14.2,6.3,4.4,14.9,20.1,43.7,34.9,69.3,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1453.0,33,81.6,29.3,63.9,7.6,20.7,15.3,20.3,9.8,26.5,36.4,16.2,6.9,3.1,12.5,19.2,45.9,36.9,75.6,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1457.0,34,81.3,28.8,62.4,9.5,27.4,14.2,22.4,13.2,27.6,40.8,15.9,6.6,2.5,13.9,20.1,46.2,34.6,63.6,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1186.0,31,80.9,29.5,64.1,9.3,26.6,12.7,18.4,10.6,27.7,38.3,17.5,7.1,3.6,12.8,18.6,46.0,34.9,69.4,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1460.0,31,80.9,28.8,63.0,7.8,21.5,15.5,22.9,12.3,27.7,40.0,14.1,6.6,3.6,12.5,16.1,45.7,36.4,67.7,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1372.0,31,80.6,28.6,58.3,5.8,15.9,17.6,25.5,13.1,24.3,37.4,15.0,10.5,3.3,17.7,20.9,49.1,36.2,69.1,2020,8.6,0.9,-1.4,Southland,1,40.0,330.0,1,28,3
1261.0,31,80.5,28.6,60.6,6.8,20.8,16.5,21.5,12.1,27.6,39.7,12.8,6.3,3.9,12.6,16.0,47.1,32.7,76.9,2020,11.0,0.9,10.1,SEC,3,37.0,61.0,6,21,10
1331.0,31,80.2,29.0,64.6,8.2,24.5,14.1,18.8,11.7,26.2,38.0,13.2,6.4,2.5,10.4,16.8,44.8,33.4,74.9,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1223.0,29,80.1,27.5,62.1,7.4,20.5,17.6,23.6,12.2,23.9,36.1,12.8,5.7,2.2,16.8,20.3,44.3,36.4,74.7,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1173.0,31,80.0,29.2,55.6,8.0,21.7,13.6,18.9,7.8,27.2,35.0,17.6,5.7,3.5,12.4,17.1,52.5,37.1,72.0,2020,15.8,5.3,10.4,A-10,2,7.0,102.0,2,29,2
1140.0,32,79.6,29.7,59.3,10.4,24.5,9.9,14.2,6.5,26.6,33.2,17.4,5.8,2.1,11.0,16.1,50.0,42.3,70.0,2020,13.0,3.8,9.2,WCC,4,27.0,76.0,5,24,8
1125.0,33,79.6,29.9,62.8,9.7,27.5,10.2,14.2,8.8,28.5,37.3,18.3,7.5,3.2,11.9,15.1,47.5,35.2,71.3,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1377.0,32,79.6,27.8,56.4,7.3,18.6,16.8,22.2,6.3,26.4,32.7,13.9,4.6,2.7,10.6,17.6,49.2,39.1,75.5,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1465.0,31,79.5,26.6,60.3,9.9,26.0,16.4,20.8,11.6,29.4,41.0,14.4,4.2,3.5,12.8,18.4,44.2,38.0,78.6,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1270.0,32,79.4,28.5,57.3,8.4,21.1,14.0,19.4,10.0,26.0,36.0,16.3,6.6,3.9,15.9,16.7,49.7,39.9,72.4,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1441.0,31,78.8,27.0,57.7,9.7,26.4,15.1,21.3,9.7,27.8,37.6,14.6,5.3,1.8,14.4,17.2,46.8,36.9,71.0,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1340.0,32,78.7,29.0,64.7,6.5,19.6,14.3,19.8,14.1,22.5,36.6,13.5,8.7,4.1,12.8,18.3,44.8,33.2,71.9,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1138.0,32,78.6,29.0,66.8,8.2,25.3,12.5,18.7,14.5,27.5,42.0,14.8,7.8,4.6,13.7,18.8,43.3,32.3,67.1,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
1166.0,31,78.3,27.9,59.3,9.7,25.3,12.7,17.2,7.9,26.9,34.8,15.8,6.5,2.5,10.9,15.2,47.1,38.6,73.9,2020,12.0,2.6,9.4,Big East,11,9.0,28.0,5,24,7
1141.0,32,78.3,27.4,63.7,7.7,23.8,15.8,21.3,10.9,25.1,36.0,11.6,9.1,2.5,12.7,16.3,43.0,32.4,74.6,2020,8.6,0.9,-1.4,Unknown,1,50.0,330.0,13,16,15
