Team_name,Team_BPI,Team_DEF_I,Team_OFF_I
1281,15.8,2.9,12.9
1211,15.4,2.6,12.8
1242,14.9,6.1,8.8
1328,14.5,3.7,10.8
1277,14.0,6.1,7.8
1155,13.8,3.1,10.7
1393,13.8,0.4,13.4
1417,13.7,3.3,10.4
1345,13.5,8.0,5.6
1462,13.5,7.3,6.1
1113,13.0,8.9,4.1
1448,12.9,1.2,11.7
1397,12.6,1.5,11.1
1228,12.0,11.3,0.7
1207,11.9,7.6,4.3
1266,11.8,1.3,10.6
1449,11.8,-0.1,11.8
1274,11.5,4.8,6.7
1400,11.5,5.7,5.8
1329,11.1,-1.2,12.3
1196,11.0,2.8,8.2
1139,10.9,8.6,2.3
1458,10.6,9.9,0.6
1172,10.3,2.8,7.5
1140,10.1,2.2,8.0
1261,10.1,3.9,6.2
1199,9.9,7.4,2.5
1246,9.9,5.6,4.3
1425,9.8,7.5,2.3
1412,9.7,4.0,5.7
1396,9.7,7.0,2.7
1326,9.7,6.8,2.9
1323,9.7,0.2,9.4
1124,9.5,0.4,9.1
1143,9.3,0.4,8.9
1268,9.3,3.5,5.7
1243,9.1,2.8,6.3
1388,8.9,3.4,5.5
1433,8.8,3.8,5.0
1130,8.4,0.7,7.7
,,,
1222,8.3,0.6,7.7
1242,21.9,9.6,12.4
1314,20.2,1.0,19.2
1272,19.3,8.0,11.3
1417,18.9,10.9,7.9
1181,18.2,4.3,13.8
1207,17.2,12.9,4.3
1452,16.6,7.7,8.9
1458,16.5,14.4,2.1
1397,16.1,2.8,13.3
1257,16.1,9.1,7.1
1172,14.8,5.3,9.5
1155,14.7,4.5,10.2
1450,14.3,13.2,1.1
1462,14.3,6.4,7.9
1266,14.2,5.9,8.3
1390,14.1,8.6,5.5
1400,13.7,4.3,9.4
1277,13.6,7.8,5.8
1338,13.3,6.0,7.2
1231,12.6,4.1,8.5
1139,12.5,9.2,3.3
1163,12.3,3.8,8.5
1401,12.3,8.2,4.1
1323,12.2,1.6,10.6
1425,12.0,7.1,4.9
1326,11.8,8.2,3.6
1211,11.0,2.9,8.1
1280,11.0,5.5,5.5
1112,10.7,4.1,6.6
1196,10.6,2.5,8.1
1274,10.4,2.2,8.1
1179,10.3,4.9,5.4
1345,9.9,6.0,3.9
1332,9.9,-1.1,11.0
1439,9.8,7.4,2.4
1116,9.7,4.1,5.5
1243,9.6,1.1,8.6
