Team_name,Team_GP,Team_PTS,Team_FGM,Team_FGA,Team_ThreePM,Team_ThreePA,Team_FTM,Team_FTA,Team_OR,Team_DR,Team_REB,Team_AST,Team_STL,Team_BLK,Team_TO,Team_PF,Team_FG_percent,Team_ThreeP_percent,Team_FT_percent
1465,23,79.1,27.6,58.0,9.3,23.8,14.7,19.9,9.7,27.4,37.1,17.5,5.0,2.5,13.5,19.8,47.5,39.3,73.7
1385,27,79.0,28.9,64.6,7.4,21.5,13.9,18.5,11.2,24.8,36.0,16.3,9.1,3.9,12.6,18.3,44.7,34.5,74.9
1457,25,78.9,27.8,60.8,8.4,23.9,14.9,21.6,13.0,27.2,40.1,15.0,7.4,2.3,14.0,18.4,45.7,35.2,68.8
1427,26,78.8,29.5,66.0,8.0,24.0,11.7,15.4,11.6,26.9,38.5,14.7,6.2,3.2,11.6,18.3,44.7,33.4,76.1
1311,25,78.4,29.4,64.4,7.8,24.2,11.9,17.8,10.9,27.2,38.1,13.4,9.1,3.3,13.0,18.5,45.6,32.1,66.8
1186,24,78.3,27.8,59.4,8.5,23.9,14.2,18.0,7.6,27.8,35.3,15.2,4.8,2.9,11.5,17.0,46.8,35.5,79.1
1103,23,78.2,27.3,61.5,9.4,28.3,14.1,18.7,11.4,27.5,38.9,13.3,4.9,3.7,11.8,18.0,44.4,33.3,75.8
1140,27,78.1,28.7,59.6,8.7,23.4,11.9,16.4,9.5,29.7,39.2,16.1,4.6,2.8,13.2,18.0,48.3,37.3,72.5
1241,20,78.1,27.2,60.1,8.3,24.3,15.5,23.2,11.0,26.4,37.4,13.8,7.5,2.1,12.2,18.8,45.2,34.2,66.8
1194,23,78.1,28.3,61.3,9.7,25.5,11.7,17.7,12.5,27.9,40.4,14.6,7.6,2.7,13.8,18.0,46.3,38.0,66.1
1383,19,77.7,28.5,63.9,6.2,18.7,14.4,19.6,11.4,24.8,36.2,14.3,8.1,3.5,12.1,20.3,44.6,33.1,73.5
1248,15,77.7,27.0,61.9,8.6,23.9,15.1,18.7,8.9,26.1,35.0,16.2,6.3,3.4,10.9,18.7,43.6,36.0,80.4
1132,26,77.5,27.8,66.6,8.2,25.7,13.6,18.5,12.6,25.8,38.5,12.6,7.1,2.2,9.8,17.0,41.8,31.9,73.6
1208,26,77.5,28.2,61.7,6.3,19.6,14.7,21.3,12.2,25.0,37.2,15.0,8.5,2.5,16.7,18.6,45.8,32.4,68.9
1452,29,77.3,26.5,61.8,7.4,20.4,16.9,23.4,13.6,24.2,37.8,14.0,7.6,2.8,12.0,16.3,42.9,36.4,71.9
1120,27,77.2,26.3,60.3,9.1,27.8,15.4,21.8,12.9,26.4,39.4,14.8,6.2,6.0,16.2,17.9,43.7,32.6,70.8
1326,31,77.2,26.4,57.6,8.1,22.6,16.2,21.4,9.8,26.8,36.6,13.1,4.5,3.5,10.6,18.5,45.9,36.0,75.6
1199,25,77.2,27.7,58.4,7.7,20.4,14.0,19.0,11.1,25.6,36.7,14.5,7.3,5.1,14.4,18.4,47.4,37.6,74.1
1168,16,77.0,26.9,59.4,8.2,21.3,15.1,20.4,8.8,24.1,32.9,13.6,6.7,2.0,12.8,16.9,45.2,38.4,73.9
1337,27,76.9,27.6,59.5,6.9,21.2,14.9,18.9,8.2,26.9,35.1,16.3,6.5,3.2,13.1,19.0,46.3,32.6,78.5
1359,19,76.8,28.5,64.1,7.9,25.5,11.9,17.4,11.7,28.1,39.7,14.9,6.8,2.5,16.3,20.9,44.4,31.2,68.6
1211,33,87.4,31.8,61.7,7.5,19.3,16.5,23.9,11.4,28.8,40.1,16.7,7.4,3.8,11.2,14.7,51.5,38.6,68.8
1181,31,82.5,29.7,63.1,7.0,19.9,16.2,22.5,12.7,27.4,40.1,15.5,8.3,6.1,13.2,18.0,47.0,35.2,72.0
1104,31,82.0,27.5,63.1,10.8,30.9,16.1,23.3,11.7,27.6,39.4,14.2,6.3,4.4,14.9,20.1,43.7,34.9,69.3
1453,33,81.6,29.3,63.9,7.6,20.7,15.3,20.3,9.8,26.5,36.4,16.2,6.9,3.1,12.5,19.2,45.9,36.9,75.6
1457,34,81.3,28.8,62.4,9.5,27.4,14.2,22.4,13.2,27.6,40.8,15.9,6.6,2.5,13.9,20.1,46.2,34.6,63.6
1186,31,80.9,29.5,64.1,9.3,26.6,12.7,18.4,10.6,27.7,38.3,17.5,7.1,3.6,12.8,18.6,46.0,34.9,69.4
1460,31,80.9,28.8,63.0,7.8,21.5,15.5,22.9,12.3,27.7,40.0,14.1,6.6,3.6,12.5,16.1,45.7,36.4,67.7
1372,31,80.6,28.6,58.3,5.8,15.9,17.6,25.5,13.1,24.3,37.4,15.0,10.5,3.3,17.7,20.9,49.1,36.2,69.1
1261,31,80.5,28.6,60.6,6.8,20.8,16.5,21.5,12.1,27.6,39.7,12.8,6.3,3.9,12.6,16.0,47.1,32.7,76.9
1331,31,80.2,29.0,64.6,8.2,24.5,14.1,18.8,11.7,26.2,38.0,13.2,6.4,2.5,10.4,16.8,44.8,33.4,74.9
1223,29,80.1,27.5,62.1,7.4,20.5,17.6,23.6,12.2,23.9,36.1,12.8,5.7,2.2,16.8,20.3,44.3,36.4,74.7
1173,31,80.0,29.2,55.6,8.0,21.7,13.6,18.9,7.8,27.2,35.0,17.6,5.7,3.5,12.4,17.1,52.5,37.1,72.0
1140,32,79.6,29.7,59.3,10.4,24.5,9.9,14.2,6.5,26.6,33.2,17.4,5.8,2.1,11.0,16.1,50.0,42.3,70.0
1125,33,79.6,29.9,62.8,9.7,27.5,10.2,14.2,8.8,28.5,37.3,18.3,7.5,3.2,11.9,15.1,47.5,35.2,71.3
1377,32,79.6,27.8,56.4,7.3,18.6,16.8,22.2,6.3,26.4,32.7,13.9,4.6,2.7,10.6,17.6,49.2,39.1,75.5
1465,31,79.5,26.6,60.3,9.9,26.0,16.4,20.8,11.6,29.4,41.0,14.4,4.2,3.5,12.8,18.4,44.2,38.0,78.6
1270,32,79.4,28.5,57.3,8.4,21.1,14.0,19.4,10.0,26.0,36.0,16.3,6.6,3.9,15.9,16.7,49.7,39.9,72.4
1441,31,78.8,27.0,57.7,9.7,26.4,15.1,21.3,9.7,27.8,37.6,14.6,5.3,1.8,14.4,17.2,46.8,36.9,71.0
1340,32,78.7,29.0,64.7,6.5,19.6,14.3,19.8,14.1,22.5,36.6,13.5,8.7,4.1,12.8,18.3,44.8,33.2,71.9
1138,32,78.6,29.0,66.8,8.2,25.3,12.5,18.7,14.5,27.5,42.0,14.8,7.8,4.6,13.7,18.8,43.3,32.3,67.1
1166,31,78.3,27.9,59.3,9.7,25.3,12.7,17.2,7.9,26.9,34.8,15.8,6.5,2.5,10.9,15.2,47.1,38.6,73.9
1141,32,78.3,27.4,63.7,7.7,23.8,15.8,21.3,10.9,25.1,36.0,11.6,9.1,2.5,12.7,16.3,43.0,32.4,74.6
1316,33,78.3,26.9,59.8,11.8,31.2,12.5,16.5,9.9,24.6,34.5,15.7,5.0,3.8,11.8,16.1,45.0,37.9,76.2
1209,32,78.1,27.5,62.7,8.7,24.0,14.5,19.6,11.7,25.2,36.8,14.6,7.8,4.2,14.1,21.4,43.8,36.2,74.0
1120,31,78.0,26.1,60.3,8.1,26.6,17.8,26.4,13.6,27.3,40.8,12.8,6.4,4.9,12.9,19.3,43.3,30.6,67.4
1157,33,78.0,27.7,61.5,7.3,21.8,15.2,21.2,13.4,26.9,40.3,13.5,7.5,2.8,15.7,22.1,45.1,33.7,71.6
1358,31,78.0,28.2,62.5,7.6,22.3,14.0,18.8,10.1,24.1,34.2,15.8,9.3,2.9,14.3,20.8,45.1,34.2,74.1
,,,,,,,,,,,,,,,,,,,
1266,30,77.8,25.3,58.8,10.0,26.2,17.1,23.1,10.6,29.2,39.8,13.5,5.1,4.2,13.7,19.1,43.0,38.2,74.3
1234,31,77.7,27.2,60.3,7.9,22.7,15.5,20.7,11.5,26.0,37.5,17.4,6.2,3.9,12.1,16.0,45.1,34.7,75.0
1384,32,77.7,28.1,60.1,6.4,17.7,15.1,20.1,11.1,25.0,36.2,11.7,7.0,2.7,12.2,16.7,46.7,36.0,75.0
1214,34,77.5,27.2,59.6,6.3,18.9,16.9,24.1,10.6,26.1,36.7,14.6,5.0,3.8,11.7,19.1,45.6,33.2,69.9
1305,31,77.1,27.1,60.6,10.0,26.0,12.9,17.1,8.7,29.6,38.3,14.9,5.1,3.5,12.0,19.6,44.7,38.3,75.3
1311,31,77.0,28.4,64.0,8.0,23.8,12.2,16.3,11.3,23.4,34.7,13.2,10.0,3.7,13.5,19.2,44.4,33.7,74.8
1427,32,76.9,27.1,64.9,9.6,27.5,13.2,17.3,11.0,28.0,39.0,12.4,5.9,2.7,12.9,20.2,41.7,35.0,76.3
1202,32,76.8,27.5,58.0,9.4,26.8,12.3,17.5,7.8,23.8,31.6,14.8,8.3,2.8,11.4,15.5,47.4,35.2,70.1
1198,32,76.7,28.1,61.5,8.9,25.6,11.7,17.9,10.9,24.8,35.7,14.7,8.8,6.6,15.1,17.3,45.6,34.9,65.0
1307,33,76.7,27.0,58.0,7.0,21.3,15.7,21.8,9.5,25.7,35.1,15.0,8.1,2.9,14.4,15.6,46.6,32.7,72.0
1443,30,76.6,26.0,56.8,7.1,20.9,17.6,22.3,8.4,25.4,33.8,11.1,6.7,4.0,12.3,13.8,45.7,33.8,78.9
1429,34,76.5,26.6,57.9,7.3,21.9,15.9,20.9,10.8,30.0,40.7,16.5,6.1,3.2,12.5,15.7,46.0,33.3,76.3
1112,32,76.4,26.6,59.5,7.3,20.7,16.0,21.8,10.9,26.5,37.4,15.4,6.8,3.7,11.8,18.5,44.6,35.2,73.2
1220,34,76.4,26.3,58.6,8.3,22.1,15.4,19.7,10.4,24.4,34.8,12.3,6.9,2.1,11.3,14.2,45.0,37.5,78.3
1122,33,76.3,27.0,58.9,6.8,19.5,15.5,21.7,11.8,24.2,36.0,13.2,6.6,3.0,12.8,18.3,45.9,34.6,71.6
1245,32,76.3,27.7,61.0,8.4,24.7,12.6,17.3,10.8,25.3,36.2,13.9,6.8,4.1,12.7,18.7,45.4,33.9,72.7
1463,30,76.3,27.0,57.5,8.8,23.8,13.5,19.0,9.1,29.8,38.9,15.5,6.3,3.4,13.0,15.0,46.9,37.1,71.2
1337,32,76.3,26.3,60.4,8.0,22.7,15.8,20.0,9.7,24.8,34.5,14.8,6.2,3.8,12.7,18.2,43.4,35.1,79.2
1190,34,76.3,27.0,56.9,7.6,22.1,14.6,21.0,10.9,24.6,35.5,13.9,8.2,3.6,12.1,17.6,47.5,34.6,69.4
1159,34,76.1,27.4,61.1,10.1,28.1,11.2,15.0,10.0,26.6,36.6,14.4,6.1,2.9,10.9,15.1,44.8,35.7,74.9
1169,32,76.1,27.4,60.2,7.6,20.4,13.7,18.8,9.1,24.3,33.4,14.0,5.7,3.2,11.3,17.3,45.6,37.3,72.6
1103,30,76.0,25.5,57.8,9.1,25.6,16.0,20.7,9.9,28.4,38.3,13.1,5.2,3.0,12.9,17.8,44.0,35.7,77.0
1211,37,87.6,31.8,60.5,7.8,21.4,16.3,21.4,9.9,29.1,39.0,18.1,7.5,5.5,10.6,16.3,52.6,36.3,76.1
1125,33,86.9,31.6,63.5,10.4,27.9,13.4,18.1,8.8,29.8,38.6,19.5,6.7,3.8,11.4,15.4,49.8,37.2,73.7
1314,36,85.8,31.1,66.9,8.7,23.9,15.0,20.2,13.3,30.5,43.8,18.8,7.0,3.3,13.1,17.0,46.4,36.2,74.3
1154,30,85.1,30.0,67.0,12.3,35.9,12.8,17.4,10.7,26.1,36.8,15.4,6.7,3.7,12.9,17.6,44.7,34.4,73.6
,,,,,,,,,,,,,,,,,,,
1138,36,84.4,30.1,65.2,9.6,28.4,14.6,21.3,12.7,28.2,40.9,16.6,7.3,3.9,11.9,18.3,46.2,33.6,68.7
1220,35,83.4,28.5,58.7,8.8,22.9,17.6,21.9,8.7,24.6,33.4,14.1,6.5,3.5,9.8,15.0,48.6,38.5,80.2
1457,30,83.3,28.5,62.6,12.4,33.2,13.9,18.8,11.0,30.0,41.0,15.3,4.5,2.8,15.2,17.8,45.5,37.3,73.8
1252,37,83.1,28.9,60.3,8.8,23.7,16.4,21.6,9.0,28.2,37.2,17.7,7.2,2.9,13.2,17.1,48.0,37.3,75.8
1141,35,82.7,28.3,62.2,8.7,23.5,17.4,25.9,12.1,25.7,37.7,13.3,7.6,3.1,12.1,16.9,45.5,37.1,67.1
1181,38,82.7,30.4,63.6,7.3,23.8,14.5,21.1,13.1,28.2,41.2,15.9,9.1,6.8,12.8,15.7,47.8,30.8,68.6
1236,33,82.7,30.0,62.4,10.9,28.8,11.7,16.9,8.5,26.1,34.6,15.9,7.5,4.8,12.0,15.0,48.1,37.9,69.3
1184,31,82.6,29.1,68.5,8.8,26.8,15.7,22.0,11.9,25.7,37.6,14.8,10.2,3.3,14.4,21.3,42.4,32.7,71.2
1293,33,82.6,29.9,60.8,7.8,22.2,14.9,20.4,10.8,27.1,37.9,17.9,7.5,4.5,12.1,16.0,49.2,35.3,73.1
1204,33,82.6,30.7,61.5,6.2,19.2,15.1,21.8,9.7,26.5,36.2,12.2,7.7,4.0,13.7,17.9,49.9,32.3,69.2
1397,36,82.5,30.1,60.6,7.1,19.4,15.3,20.3,10.6,27.2,37.7,18.1,6.1,5.4,11.0,17.7,49.7,36.3,75.4
1198,34,82.3,29.0,65.9,8.2,27.1,16.1,25.1,10.9,24.9,35.8,14.4,10.6,4.6,14.0,19.3,44.0,30.2,64.0
1459,35,82.3,29.8,60.9,11.0,26.5,11.6,16.5,10.4,24.6,35.0,15.1,6.7,3.0,10.8,16.8,49.0,41.4,70.4
1122,33,82.2,29.5,62.4,8.1,21.3,15.1,21.4,12.1,24.9,37.1,13.8,7.6,3.3,11.9,18.1,47.2,38.2,70.6
1223,30,82.2,28.8,63.2,6.7,19.6,17.8,26.4,13.8,24.3,38.1,15.0,7.8,1.8,14.7,19.8,45.6,34.0,67.5
1411,38,81.6,28.5,62.6,7.3,22.4,17.4,26.0,12.5,27.1,39.6,15.6,8.1,3.0,15.5,17.9,45.5,32.4,66.8
1418,32,81.6,28.2,63.2,8.8,25.6,16.5,22.2,11.4,24.3,35.7,15.3,7.0,3.9,13.2,19.1,44.5,34.5,74.2
1214,35,81.3,27.6,63.9,8.3,24.1,17.8,22.6,10.7,28.5,39.1,13.9,6.1,3.5,10.8,18.5,43.2,34.5,78.7
1453,38,81.3,29.1,63.5,8.0,23.1,15.1,21.5,10.2,26.8,37.0,15.2,7.7,4.1,13.2,19.2,45.8,34.5,70.3
1267,37,80.5,28.3,64.0,9.8,28.6,14.1,19.5,8.9,25.2,34.1,14.2,9.0,4.6,12.2,17.9,44.2,34.2,72.2
1261,35,80.4,28.2,61.8,6.7,21.1,17.2,22.9,13.4,25.3,38.7,12.9,8.8,4.2,12.9,18.1,45.7,31.9,75.2
1463,29,80.3,29.7,60.7,7.8,21.5,13.2,18.2,8.9,30.0,38.9,17.0,6.0,4.3,13.2,17.0,48.9,36.1,72.7
1305,34,80.1,27.2,58.8,8.7,25.1,17.0,24.0,9.6,27.9,37.4,14.6,6.2,3.9,10.4,17.2,46.2,34.7,70.8
1301,36,80.1,29.5,64.4,8.1,23.1,13.0,18.4,13.6,25.0,38.5,15.0,7.1,3.8,12.5,19.2,45.8,35.2,70.8
1272,36,80.1,28.1,62.2,7.2,22.4,16.6,23.2,12.2,25.5,37.7,15.4,8.0,4.0,15.0,20.5,45.3,32.2,71.4
1250,31,80.0,27.6,57.3,9.3,21.9,15.5,20.0,7.5,28.2,35.6,15.2,5.5,2.3,13.5,18.4,48.2,42.3,77.4
1357,32,79.9,27.7,60.2,7.6,21.3,17.0,22.6,11.3,27.2,38.5,14.7,5.3,4.2,14.5,17.9,46.0,35.7,75.5
1111,32,79.9,27.5,60.6,9.1,25.4,15.8,22.1,9.7,25.5,35.2,12.7,5.3,2.8,13.1,18.3,45.4,35.9,71.5
1190,34,79.6,29.5,60.8,8.1,22.3,12.5,18.6,13.1,26.6,39.7,15.7,7.4,4.0,14.2,17.7,48.6,36.1,67.0
1120,39,79.6,27.5,60.9,11.3,29.8,13.4,18.9,11.6,22.5,34.1,14.3,9.1,4.7,11.8,18.4,45.1,37.7,70.8
1207,33,79.5,27.1,61.1,8.2,22.9,17.2,23.4,10.7,28.6,39.3,16.4,6.0,4.0,13.4,17.6,44.3,35.5,73.7
1451,33,79.3,27.9,58.6,7.5,20.7,16.0,21.5,6.8,28.8,35.6,11.6,5.4,4.2,11.7,18.5,47.6,36.4,74.6
1419,35,79.2,26.3,58.0,10.1,25.5,16.5,21.1,9.1,24.5,33.6,14.2,5.9,2.2,11.4,15.6,45.4,39.6,78.2
1140,32,79.0,27.4,58.7,7.1,21.4,17.0,23.4,8.3,26.7,34.9,15.1,6.3,3.3,11.1,19.5,46.8,33.0,72.7
1224,34,78.9,27.6,63.6,7.2,19.7,16.6,22.9,11.8,25.1,36.9,13.6,5.8,4.2,12.6,19.2,43.3,36.5,72.6
1303,32,78.8,29.7,62.4,8.8,22.5,10.7,14.8,8.5,24.2,32.7,12.8,5.6,1.9,9.5,15.2,47.5,39.2,72.1
1249,33,78.7,27.3,59.9,6.9,20.1,17.1,24.9,13.6,25.2,38.8,14.6,8.6,2.9,14.3,18.8,45.6,34.3,68.7
1429,35,78.7,27.4,58.3,7.8,22.1,16.0,21.3,10.9,29.1,40.1,17.1,6.1,4.2,12.8,18.5,47.0,35.5,74.8
1297,35,78.5,28.0,58.5,8.7,24.1,13.8,20.7,10.7,26.4,37.1,16.9,6.2,4.0,12.6,19.0,47.8,36.2,66.6
1132,34,78.5,27.8,62.8,8.0,22.4,14.9,22.2,12.1,29.0,41.1,12.6,6.7,2.6,12.1,17.5,44.3,35.7,67.0
1177,36,78.4,28.0,59.5,6.7,19.5,15.6,21.5,11.3,26.1,37.4,14.3,6.3,3.3,13.5,17.5,47.1,34.3,72.7
1234,35,78.3,26.1,57.3,8.1,22.3,17.9,24.3,10.3,25.3,35.6,15.5,6.0,3.2,12.1,16.1,45.6,36.4,73.9
1359,33,78.3,27.9,59.1,7.7,20.8,14.8,20.2,9.8,27.4,37.1,14.0,7.2,3.8,14.0,17.0,47.2,37.0,73.1
1286,32,78.2,26.8,58.8,9.6,25.6,15.0,20.3,9.2,24.6,33.8,15.3,5.3,1.4,12.3,17.7,45.6,37.4,73.7
1417,33,78.2,27.8,61.0,7.8,21.8,14.7,23.3,11.5,29.6,41.1,14.3,5.9,4.1,14.1,17.1,45.7,35.5,63.3
1437,40,86.6,30.5,61.0,11.6,29.0,14.0,18.0,9.6,26.3,35.9,16.4,6.5,4.1,10.6,16.1,50.0,40.1,77.9
1366,32,86.1,29.4,73.4,12.2,40.8,15.1,21.7,13.2,25.0,38.2,15.8,9.4,2.8,14.0,19.0,40.0,30.0,69.6
1340,34,85.2,30.4,68.6,8.8,26.0,15.6,22.1,14.5,23.9,38.4,16.1,9.8,3.5,12.7,21.9,44.3,34.0,70.4
1456,31,85.0,29.4,57.5,10.9,25.1,15.5,19.1,6.7,26.1,32.8,17.7,5.6,4.0,12.3,17.1,51.1,43.4,81.0
1328,32,84.9,29.8,64.4,9.4,26.1,15.9,21.4,10.6,28.2,38.8,15.0,6.5,4.7,13.4,17.2,46.3,35.9,74.6
1138,36,84.6,30.7,64.9,9.8,26.3,13.5,19.3,11.9,26.6,38.6,16.6,6.3,4.1,12.4,21.0,47.3,37.0,69.9
,,,,,,,,,,,,,,,,,,,
1462,35,84.4,28.9,58.7,7.8,21.0,18.8,24.1,9.8,28.5,38.3,16.5,5.9,3.1,12.6,17.2,49.2,37.2,77.9
1181,37,84.4,30.4,61.8,8.4,22.5,15.2,21.4,13.4,27.7,41.1,17.5,7.4,5.0,12.4,15.5,49.2,37.2,71.0
1267,36,83.8,28.9,62.0,10.1,28.1,15.9,20.8,8.1,27.6,35.7,17.1,7.0,5.8,13.2,17.1,46.7,35.8,76.4
1211,37,83.5,30.4,61.1,8.9,24.1,13.9,19.6,11.2,28.7,39.9,15.2,6.3,3.6,11.4,17.1,49.8,36.8,70.8
1166,33,83.5,30.5,62.1,10.4,28.0,12.0,16.1,7.5,29.0,36.5,17.8,5.7,2.7,11.2,15.2,49.2,37.2,74.8
1424,33,83.4,29.6,60.6,5.6,16.8,18.5,26.3,12.0,28.5,40.5,16.2,5.6,4.4,14.3,17.6,48.9,33.4,70.5
1310,33,83.3,28.6,64.4,8.2,23.0,17.8,24.5,12.0,27.0,39.0,12.0,5.2,4.4,11.3,17.5,44.4,35.9,72.8
1418,34,83.2,28.6,61.5,8.7,24.1,17.4,22.8,12.8,26.2,39.0,17.4,7.5,4.3,13.4,19.1,46.4,36.3,76.1
1455,33,82.8,29.0,60.9,9.1,23.8,15.7,21.2,12.3,28.3,40.6,18.5,4.7,3.8,11.7,17.6,47.6,38.1,73.9
1113,32,82.7,27.8,60.0,9.0,24.8,18.2,24.8,9.8,25.3,35.2,14.3,6.5,3.6,10.7,18.9,46.3,36.3,73.3
1305,37,82.6,28.4,60.5,9.6,24.4,16.3,21.9,9.2,26.3,35.6,16.2,6.2,4.1,9.6,17.0,46.9,39.2,74.3
1311,32,82.5,29.4,62.3,8.1,22.8,15.6,21.8,11.0,26.1,37.2,14.8,9.6,3.9,15.3,22.3,47.2,35.7,71.7
1154,32,82.5,27.8,67.1,12.1,35.4,14.8,21.0,11.8,25.3,37.0,16.5,9.4,3.1,14.9,18.3,41.4,34.1,70.6
1236,33,82.3,28.9,62.8,10.3,28.0,14.3,19.8,9.6,25.5,35.0,14.7,8.0,3.3,11.8,16.3,46.0,36.6,72.0
1307,34,82.2,27.6,60.7,10.8,28.8,16.2,20.8,9.3,22.2,31.6,15.9,7.4,2.8,12.4,20.5,45.5,37.5,77.7
1252,33,82.1,28.0,61.8,8.1,24.6,18.0,25.0,10.5,28.2,38.7,15.7,6.5,3.1,14.9,19.9,45.3,32.8,71.8
1395,33,82.1,29.7,59.8,8.3,21.0,14.4,20.4,11.2,25.2,36.4,18.6,6.5,3.6,12.7,16.8,49.6,39.5,70.6
1126,32,81.9,28.2,63.7,7.5,23.7,18.0,25.6,13.3,28.8,42.1,15.7,6.3,3.8,15.8,20.9,44.3,31.8,70.1
1351,32,81.9,29.1,62.6,7.6,21.2,16.0,26.4,13.2,26.0,39.2,14.3,7.5,3.4,13.3,19.9,46.5,35.8,60.8
1120,34,81.9,26.6,61.8,9.5,26.7,19.0,24.6,12.0,25.9,37.9,14.1,7.4,5.3,12.1,19.8,43.1,35.7,77.4
1314,37,81.6,29.9,65.3,8.2,22.9,13.6,18.3,13.8,28.6,42.4,18.2,5.8,4.1,12.0,15.9,45.7,35.9,74.3
1242,39,81.4,29.9,60.7,10.0,25.0,11.6,16.4,9.8,25.8,35.6,16.6,6.5,4.1,11.7,15.3,49.2,40.1,70.8
1195,35,81.3,29.9,60.5,7.3,20.0,14.4,19.4,10.5,27.7,38.2,15.3,7.3,2.8,14.1,18.7,49.4,36.3,74.0
1266,35,81.3,28.3,59.5,11.0,26.4,13.8,17.1,9.0,22.9,31.9,15.7,6.1,3.7,12.3,19.4,47.5,41.7,80.5
1301,33,81.3,29.2,62.2,8.0,21.4,14.8,21.3,12.2,23.5,35.6,16.1,7.4,3.7,12.1,18.5,47.0,37.2,69.6
1417,33,81.2,28.1,61.0,9.4,24.6,15.6,21.7,10.2,28.6,38.8,15.0,5.6,4.0,12.1,17.9,46.0,38.1,72.0
1294,38,81.1,29.1,61.8,8.8,24.5,14.2,20.6,9.4,28.1,37.5,11.9,5.3,3.7,12.3,19.0,47.0,35.9,68.9
1137,35,81.1,27.6,58.6,8.0,23.0,17.9,24.9,9.3,27.3,36.6,14.4,5.5,4.3,12.5,18.7,47.1,34.8,71.9
1377,35,80.9,29.1,61.0,6.9,19.5,15.9,21.1,10.3,27.4,37.7,13.2,6.8,2.0,11.1,16.9,47.6,35.5,75.0
1316,33,80.8,28.5,62.4,10.8,28.6,13.1,17.3,9.5,25.7,35.1,14.8,5.2,3.8,14.5,15.3,45.6,37.8,76.0
1116,35,80.5,28.7,60.5,7.7,19.4,15.4,22.7,10.0,24.5,34.5,14.3,6.2,4.7,10.9,20.0,47.4,39.6,68.1
1146,35,80.5,28.0,61.8,8.2,23.0,16.4,22.3,10.3,26.0,36.3,16.1,6.7,5.1,13.7,19.7,45.3,35.6,73.5
1372,35,80.5,28.6,58.8,6.9,18.6,16.5,23.4,11.5,24.2,35.7,14.2,10.3,3.1,15.5,21.9,48.6,37.2,70.5
1112,35,80.5,28.8,57.2,6.8,18.3,16.1,21.2,10.1,26.4,36.5,15.2,4.9,4.5,12.2,17.2,50.4,36.9,76.0
1345,37,80.4,27.9,56.7,9.5,22.7,15.0,20.2,8.6,26.4,35.0,16.2,5.7,4.9,10.8,15.7,49.3,42.0,74.3
1277,35,80.2,28.3,57.0,8.3,20.7,15.3,20.5,11.6,29.5,41.1,19.1,4.1,7.2,13.1,18.3,49.6,40.0,74.7
1199,35,80.2,28.4,60.7,7.8,22.3,15.5,22.5,11.4,26.4,37.8,14.9,6.9,5.3,13.0,18.6,46.8,35.0,69.1
1452,37,80.1,28.0,64.2,8.7,24.6,15.4,20.1,14.1,23.8,37.8,15.2,8.1,5.2,11.4,21.6,43.6,35.3,76.6
1439,33,79.8,28.2,56.5,8.8,22.6,14.6,20.6,7.5,25.2,32.7,16.4,5.8,2.2,12.0,15.8,49.9,38.8,70.9
1461,33,79.8,26.5,59.4,9.2,26.7,17.7,23.9,7.0,27.8,34.8,15.7,6.5,3.9,13.6,19.8,44.6,34.5,73.8
1234,33,79.7,28.7,59.8,7.6,20.4,14.7,21.2,11.8,26.3,38.1,18.2,5.2,4.1,13.4,16.6,47.9,37.5,69.5
1220,31,79.5,28.0,60.3,8.4,22.4,15.1,22.1,11.0,24.6,35.6,13.3,5.0,2.7,10.8,18.6,46.5,37.5,68.2
1457,31,79.5,27.7,58.2,9.5,25.5,14.5,20.1,9.1,27.2,36.3,14.7,6.8,4.6,13.8,17.4,47.6,37.4,72.2
1154,33,89.8,29.7,71.5,12.0,35.3,18.4,24.3,13.6,23.8,37.4,17.0,9.3,2.6,14.3,22.3,41.5,34.0,75.7
1417,36,89.8,33.6,64.4,9.8,24.2,12.8,17.3,9.5,28.9,38.5,21.4,5.9,5.3,11.2,16.2,52.2,40.6,73.8
1141,32,88.3,28.5,67.3,12.5,34.8,18.8,23.8,11.4,27.5,38.9,11.3,5.7,2.9,11.3,19.1,42.4,35.8,79.1
1236,33,86.9,32.0,64.5,10.7,26.5,12.3,17.0,10.1,27.5,37.6,17.5,7.7,3.9,13.6,17.9,49.6,40.2,72.5
1329,33,85.7,29.0,62.1,8.9,22.2,18.8,23.8,13.8,23.1,36.8,14.7,7.6,3.0,13.1,22.1,46.7,40.2,78.9
1366,29,85.7,28.7,70.0,13.5,40.8,14.7,22.7,12.3,28.0,40.3,17.3,7.8,3.2,14.9,19.7,41.0,33.2,64.8
1267,35,85.6,29.2,63.9,10.2,27.5,17.1,23.3,9.3,27.7,37.0,16.5,6.0,4.0,12.4,18.4,45.6,37.0,73.4
1340,31,85.3,30.9,64.2,7.7,22.5,15.8,24.0,10.4,23.9,34.3,15.8,9.9,2.6,12.1,19.0,48.2,34.1,65.8
1252,33,85.0,28.5,59.9,10.3,28.1,17.8,24.6,10.3,26.5,36.8,18.2,6.6,3.2,15.2,21.3,47.5,36.6,72.3
1246,38,84.9,29.8,63.1,7.0,19.9,18.2,25.8,12.4,27.4,39.8,15.4,6.0,5.3,11.7,18.8,47.3,35.3,70.3
1423,35,84.8,30.6,63.7,9.6,26.2,14.0,20.2,12.1,24.0,36.0,16.1,6.7,3.4,10.4,20.0,48.0,36.6,69.1
