Team_name,Team_GP,Team_PTS,Team_FGM,Team_FGA,Team_ThreePM,Team_ThreePA,Team_FTM,Team_FTA,Team_OR,Team_DR,Team_REB,Team_AST,Team_STL,Team_BLK,Team_TO,Team_PF,Team_FG_percent,Team_ThreeP_percent,Team_FT_percent,Year
1211.0,37.0,87.6,31.8,60.5,7.8,21.4,16.3,21.4,9.9,29.1,39.0,18.1,7.5,5.5,10.6,16.3,52.6,36.3,76.1,2019
1125.0,33.0,86.9,31.6,63.5,10.4,27.9,13.4,18.1,8.8,29.8,38.6,19.5,6.7,3.8,11.4,15.4,49.8,37.2,73.7,2019
1314.0,36.0,85.8,31.1,66.9,8.7,23.9,15.0,20.2,13.3,30.5,43.8,18.8,7.0,3.3,13.1,17.0,46.4,36.2,74.3,2019
1154.0,30.0,85.1,30.0,67.0,12.3,35.9,12.8,17.4,10.7,26.1,36.8,15.4,6.7,3.7,12.9,17.6,44.7,34.4,73.6,2019
1138.0,36.0,84.4,30.1,65.2,9.6,28.4,14.6,21.3,12.7,28.2,40.9,16.6,7.3,3.9,11.9,18.3,46.2,33.6,68.7,2019
1220.0,35.0,83.4,28.5,58.7,8.8,22.9,17.6,21.9,8.7,24.6,33.4,14.1,6.5,3.5,9.8,15.0,48.6,38.5,80.2,2019
1457.0,30.0,83.3,28.5,62.6,12.4,33.2,13.9,18.8,11.0,30.0,41.0,15.3,4.5,2.8,15.2,17.8,45.5,37.3,73.8,2019
1252.0,37.0,83.1,28.9,60.3,8.8,23.7,16.4,21.6,9.0,28.2,37.2,17.7,7.2,2.9,13.2,17.1,48.0,37.3,75.8,2019
1141.0,35.0,82.7,28.3,62.2,8.7,23.5,17.4,25.9,12.1,25.7,37.7,13.3,7.6,3.1,12.1,16.9,45.5,37.1,67.1,2019
1181.0,38.0,82.7,30.4,63.6,7.3,23.8,14.5,21.1,13.1,28.2,41.2,15.9,9.1,6.8,12.8,15.7,47.8,30.8,68.6,2019
1236.0,33.0,82.7,30.0,62.4,10.9,28.8,11.7,16.9,8.5,26.1,34.6,15.9,7.5,4.8,12.0,15.0,48.1,37.9,69.3,2019
1184.0,31.0,82.6,29.1,68.5,8.8,26.8,15.7,22.0,11.9,25.7,37.6,14.8,10.2,3.3,14.4,21.3,42.4,32.7,71.2,2019
1293.0,33.0,82.6,29.9,60.8,7.8,22.2,14.9,20.4,10.8,27.1,37.9,17.9,7.5,4.5,12.1,16.0,49.2,35.3,73.1,2019
1204.0,33.0,82.6,30.7,61.5,6.2,19.2,15.1,21.8,9.7,26.5,36.2,12.2,7.7,4.0,13.7,17.9,49.9,32.3,69.2,2019
1397.0,36.0,82.5,30.1,60.6,7.1,19.4,15.3,20.3,10.6,27.2,37.7,18.1,6.1,5.4,11.0,17.7,49.7,36.3,75.4,2019
1198.0,34.0,82.3,29.0,65.9,8.2,27.1,16.1,25.1,10.9,24.9,35.8,14.4,10.6,4.6,14.0,19.3,44.0,30.2,64.0,2019
1459.0,35.0,82.3,29.8,60.9,11.0,26.5,11.6,16.5,10.4,24.6,35.0,15.1,6.7,3.0,10.8,16.8,49.0,41.4,70.4,2019
1122.0,33.0,82.2,29.5,62.4,8.1,21.3,15.1,21.4,12.1,24.9,37.1,13.8,7.6,3.3,11.9,18.1,47.2,38.2,70.6,2019
1223.0,30.0,82.2,28.8,63.2,6.7,19.6,17.8,26.4,13.8,24.3,38.1,15.0,7.8,1.8,14.7,19.8,45.6,34.0,67.5,2019
1411.0,38.0,81.6,28.5,62.6,7.3,22.4,17.4,26.0,12.5,27.1,39.6,15.6,8.1,3.0,15.5,17.9,45.5,32.4,66.8,2019
1418.0,32.0,81.6,28.2,63.2,8.8,25.6,16.5,22.2,11.4,24.3,35.7,15.3,7.0,3.9,13.2,19.1,44.5,34.5,74.2,2019
1214.0,35.0,81.3,27.6,63.9,8.3,24.1,17.8,22.6,10.7,28.5,39.1,13.9,6.1,3.5,10.8,18.5,43.2,34.5,78.7,2019
1453.0,38.0,81.3,29.1,63.5,8.0,23.1,15.1,21.5,10.2,26.8,37.0,15.2,7.7,4.1,13.2,19.2,45.8,34.5,70.3,2019
1267.0,37.0,80.5,28.3,64.0,9.8,28.6,14.1,19.5,8.9,25.2,34.1,14.2,9.0,4.6,12.2,17.9,44.2,34.2,72.2,2019
1261.0,35.0,80.4,28.2,61.8,6.7,21.1,17.2,22.9,13.4,25.3,38.7,12.9,8.8,4.2,12.9,18.1,45.7,31.9,75.2,2019
1463.0,29.0,80.3,29.7,60.7,7.8,21.5,13.2,18.2,8.9,30.0,38.9,17.0,6.0,4.3,13.2,17.0,48.9,36.1,72.7,2019
1305.0,34.0,80.1,27.2,58.8,8.7,25.1,17.0,24.0,9.6,27.9,37.4,14.6,6.2,3.9,10.4,17.2,46.2,34.7,70.8,2019
1301.0,36.0,80.1,29.5,64.4,8.1,23.1,13.0,18.4,13.6,25.0,38.5,15.0,7.1,3.8,12.5,19.2,45.8,35.2,70.8,2019
1272.0,36.0,80.1,28.1,62.2,7.2,22.4,16.6,23.2,12.2,25.5,37.7,15.4,8.0,4.0,15.0,20.5,45.3,32.2,71.4,2019
1250.0,31.0,80.0,27.6,57.3,9.3,21.9,15.5,20.0,7.5,28.2,35.6,15.2,5.5,2.3,13.5,18.4,48.2,42.3,77.4,2019
1357.0,32.0,79.9,27.7,60.2,7.6,21.3,17.0,22.6,11.3,27.2,38.5,14.7,5.3,4.2,14.5,17.9,46.0,35.7,75.5,2019
1111.0,32.0,79.9,27.5,60.6,9.1,25.4,15.8,22.1,9.7,25.5,35.2,12.7,5.3,2.8,13.1,18.3,45.4,35.9,71.5,2019
1190.0,34.0,79.6,29.5,60.8,8.1,22.3,12.5,18.6,13.1,26.6,39.7,15.7,7.4,4.0,14.2,17.7,48.6,36.1,67.0,2019
1120.0,39.0,79.6,27.5,60.9,11.3,29.8,13.4,18.9,11.6,22.5,34.1,14.3,9.1,4.7,11.8,18.4,45.1,37.7,70.8,2019
1207.0,33.0,79.5,27.1,61.1,8.2,22.9,17.2,23.4,10.7,28.6,39.3,16.4,6.0,4.0,13.4,17.6,44.3,35.5,73.7,2019
1451.0,33.0,79.3,27.9,58.6,7.5,20.7,16.0,21.5,6.8,28.8,35.6,11.6,5.4,4.2,11.7,18.5,47.6,36.4,74.6,2019
1419.0,35.0,79.2,26.3,58.0,10.1,25.5,16.5,21.1,9.1,24.5,33.6,14.2,5.9,2.2,11.4,15.6,45.4,39.6,78.2,2019
1140.0,32.0,79.0,27.4,58.7,7.1,21.4,17.0,23.4,8.3,26.7,34.9,15.1,6.3,3.3,11.1,19.5,46.8,33.0,72.7,2019
1224.0,34.0,78.9,27.6,63.6,7.2,19.7,16.6,22.9,11.8,25.1,36.9,13.6,5.8,4.2,12.6,19.2,43.3,36.5,72.6,2019
1303.0,32.0,78.8,29.7,62.4,8.8,22.5,10.7,14.8,8.5,24.2,32.7,12.8,5.6,1.9,9.5,15.2,47.5,39.2,72.1,2019
1249.0,33.0,78.7,27.3,59.9,6.9,20.1,17.1,24.9,13.6,25.2,38.8,14.6,8.6,2.9,14.3,18.8,45.6,34.3,68.7,2019
