Team_name,Team_W_L,Team_CONF,Team_SOR_RK,Team_SOS_RK,Team_QUAL_WINS,Year
1242.0,34-6,Big 12,1.0,9.0,16-6,2022
1112.0,33-4,Pac-12,2.0,69.0,7-3,2022
1437.0,30-8,Big East,3.0,10.0,15-5,2022
1397.0,27-8,SEC,4.0,5.0,12-8,2022
1124.0,27-7,Big 12,5.0,14.0,10-7,2022
1181.0,32-7,ACC,6.0,38.0,11-5,2022
1211.0,28-4,WCC,7.0,74.0,9-4,2022
1345.0,29-8,Big Ten,8.0,26.0,11-6,2022
1246.0,26-8,SEC,9.0,22.0,10-7,2022
1120.0,28-6,SEC,10.0,43.0,10-6,2022
1403.0,27-10,Big 12,11.0,15.0,12-8,2022
1314.0,29-10,ACC,12.0,19.0,7-9,2022
1222.0,32-6,American,13.0,71.0,5-5,2022
1344.0,27-6,Big East,14.0,55.0,9-3,2022
1458.0,25-8,Big Ten,15.0,20.0,11-5,2022
1116.0,28-9,SEC,16.0,32.0,11-7,2022
1417.0,27-8,Pac-12,17.0,53.0,5-5,2022
1228.0,23-10,Big Ten,18.0,16.0,9-6,2022
1234.0,26-10,Big Ten,19.0,47.0,6-6,2022
1400.0,22-12,Big 12,20.0,13.0,8-10,2022
1274.0,26-11,ACC,21.0,34.0,7-6,2022
1277.0,23-13,Big Ten,22.0,8.0,7-10,2022
1395.0,21-13,Big 12,23.0,4.0,9-9,2022
1388.0,26-8,WCC,24.0,75.0,5-5,2022
1235.0,22-13,Big 12,25.0,11.0,10-11,2022
1293.0,31-3,OVC,26.0,229.0,2-1,2022
1425.0,26-8,Pac-12,27.0,80.0,2-5,2022
1163.0,23-10,Big East,28.0,50.0,7-6,2022
1261.0,22-12,SEC,29.0,28.0,8-8,2022
1323.0,24-11,ACC,30.0,54.0,4-9,2022
1401.0,27-13,SEC,31.0,57.0,9-10,2022
1104.0,19-14,SEC,32.0,1.0,9-9,2022
1326.0,20-12,Big Ten,33.0,18.0,8-8,2022
1166.0,23-12,Big East,34.0,37.0,7-8,2022
1161.0,25-6,Mountain West,35.0,107.0,3-3,2022
1371.0,21-11,Big East,36.0,39.0,6-8,2022
1276.0,19-15,Big Ten,37.0,2.0,7-12,2022
1448.0,25-10,ACC,38.0,77.0,3-6,2022
1272.0,22-11,American,39.0,60.0,4-3,2022
1129.0,27-8,Mountain West,40.0,102.0,3-1,2022
1172.0,27-7,A-10,41.0,115.0,1-3,2022
1439.0,23-13,ACC,42.0,46.0,5-9,2022
1462.0,23-13,Big East,43.0,56.0,6-9,2022
1382.0,23-10,A-10,44.0,78.0,1-4,2022
1433.0,22-10,A-10,45.0,73.0,1-4,2022
1231.0,21-14,Big Ten,46.0,31.0,6-10,2022
1266.0,19-13,Big East,47.0,27.0,8-7,2022
1328.0,19-16,Big 12,48.0,12.0,5-12,2022
1361.0,23-9,Mountain West,49.0,92.0,1-2,2022
1260.0,25-8,MVC,50.0,110.0,1-3,2022
