Team_name,Team_BPI,Team_DEF_I,Team_OFF_I,Year
1242.0,18.8,9.6,9.2,2020
1181.0,18.3,8.6,9.7,2020
1211.0,18.1,5.0,13.1,2020
1277.0,16.7,8.2,8.6,2020
1173.0,15.8,5.3,10.4,2020
1124.0,15.5,8.8,6.7,2020
1361.0,14.8,7.2,7.5,2020
1257.0,14.7,6.0,8.7,2020
1326.0,14.6,7.5,7.1,2020
1112.0,14.0,7.2,6.8,2020
1452.0,13.5,9.4,4.1,2020
1199.0,13.5,7.1,6.3,2020
1332.0,13.4,3.5,10.0,2020
1268.0,13.4,6.3,7.1,2020
1222.0,13.1,6.4,6.7,2020
1437.0,13.0,5.3,7.7,2020
1140.0,13.0,3.8,9.2,2020
1276.0,12.8,6.4,6.4,2020
1345.0,12.7,7.9,4.8,2020
1403.0,12.4,7.8,4.5,2020
1458.0,12.2,6.3,5.9,2020
1371.0,12.1,6.0,6.2,2020
1196.0,12.0,5.0,7.1,2020
1246.0,12.0,5.3,6.7,2020
1166.0,12.0,2.6,9.4,2020
1139.0,11.8,5.6,6.1,2020
1234.0,11.6,2.1,9.5,2020
1336.0,11.5,6.4,5.1,2020
1120.0,11.5,4.9,6.5,2020
1266.0,11.3,3.9,7.4,2020
1353.0,11.1,7.7,3.4,2020
1278.0,11.1,5.5,5.6,2020
1261.0,11.0,0.9,10.1,2020
1228.0,10.7,5.1,5.6,2020
1231.0,10.3,5.7,4.6,2020
1438.0,10.2,11.6,-1.4,2020
1429.0,10.2,5.1,5.1,2020
1160.0,10.0,5.9,4.1,2020
1455.0,9.9,7.8,2.1,2020
1388.0,9.7,1.3,8.4,2020
1350.0,9.7,4.0,5.7,2020
1280.0,9.5,2.6,6.9,2020
1301.0,9.4,3.9,5.5,2020
1190.0,9.4,4.2,5.1,2020
1344.0,9.3,5.8,3.5,2020
1393.0,9.2,2.7,6.5,2020
1116.0,8.9,4.9,4.0,2020
1153.0,8.9,5.3,3.6,2020
1328.0,8.9,4.9,4.0,2020
1462.0,8.6,6.1,2.5,2020
