Team_name,Team_BPI,Team_DEF_I,Team_OFF_I,Year
1211.0,20.4,9.5,10.8,2017
1437.0,20.3,8.4,11.9,2017
1314.0,19.4,8.2,11.3,2017
1242.0,18.4,6.3,12.1,2017
1196.0,18.1,9.6,8.5,2017
1257.0,17.8,9.9,7.9,2017
1181.0,17.7,5.9,11.8,2017
1452.0,17.6,9.4,8.2,2017
1246.0,17.5,7.9,9.6,2017
1332.0,17.4,6.8,10.7,2017
1438.0,17.2,11.4,5.8,2017
1417.0,16.8,2.4,14.4,2017
1388.0,16.6,5.7,10.9,2017
1345.0,16.1,7.2,8.9,2017
1455.0,15.7,8.5,7.2,2017
1276.0,15.6,3.9,11.6,2017
1374.0,15.5,5.2,10.3,2017
1124.0,15.1,7.1,7.9,2017
1458.0,15.0,8.3,6.7,2017
1153.0,14.8,7.8,7.0,2017
1235.0,14.7,5.1,9.6,2017
1112.0,14.7,5.9,8.8,2017
1323.0,13.9,4.1,9.8,2017
1199.0,13.9,6.3,7.6,2017
1139.0,13.3,4.7,8.6,2017
1329.0,12.4,1.3,11.1,2017
1166.0,12.0,3.9,8.1,2017
1376.0,11.4,9.4,2.0,2017
1266.0,10.8,1.0,9.8,2017
1448.0,10.7,0.7,10.1,2017
1274.0,10.7,6.2,4.5,2017
1231.0,10.6,3.2,7.5,2017
1462.0,10.4,3.6,6.8,2017
1348.0,10.4,5.6,4.8,2017
1393.0,10.4,2.8,7.6,2017
1173.0,10.2,5.6,4.6,2017
1243.0,10.2,5.1,5.1,2017
1435.0,10.2,4.7,5.5,2017
1155.0,10.0,3.5,6.6,2017
1403.0,9.9,3.9,6.0,2017
1278.0,9.8,7.3,2.5,2017
1433.0,9.7,6.2,3.5,2017
1277.0,9.7,5.1,4.6,2017
1395.0,9.7,4.0,5.7,2017
1116.0,9.6,3.1,6.5,2017
1321.0,9.4,5.8,3.6,2017
1222.0,9.2,2.7,6.5,2017
1305.0,9.0,1.6,7.4,2017
1436.0,9.0,4.3,4.7,2017
