Team_name,Team_W_L,Team_CONF,Team_SOR_RK,Team_SOS_RK,Team_QUAL_WINS,Year
1181.0,35-5,ACC,1.0,2.0,13-4,2010
1242.0,33-3,Big 12,2.0,42.0,13-3,2010
1246.0,35-3,SEC,3.0,57.0,12-2,2010
1452.0,31-7,Big East,4.0,1.0,12-6,2010
1393.0,30-5,Big East,5.0,34.0,10-5,2010
1345.0,29-6,Big Ten,6.0,28.0,9-5,2010
1139.0,33-5,Horizon,7.0,66.0,8-4,2010
1243.0,29-8,Big 12,8.0,9.0,11-7,2010
1124.0,28-8,Big 12,9.0,17.0,8-6,2010
1326.0,29-8,Big Ten,10.0,38.0,8-6,2010
1437.0,25-8,Big East,11.0,15.0,8-7,2010
1277.0,28-9,Big Ten,12.0,20.0,7-7,2010
1397.0,28-9,SEC,13.0,36.0,8-7,2010
1396.0,29-6,A-10,14.0,75.0,6-4,2010
1401.0,24-10,Big 12,15.0,5.0,7-10,2010
1207.0,23-11,Big East,16.0,4.0,10-7,2010
1320.0,30-5,MVC,17.0,104.0,4-1,2010
1268.0,24-9,ACC,18.0,32.0,6-6,2010
1458.0,24-9,Big Ten,19.0,31.0,6-5,2010
1338.0,25-9,Big East,20.0,44.0,6-4,2010
1462.0,26-9,A-10,21.0,49.0,6-8,2010
1165.0,29-5,Ivy,22.0,124.0,2-3,2010
1307.0,30-5,Mountain West,23.0,117.0,6-2,2010
1140.0,30-6,Mountain West,24.0,103.0,3-6,2010
1211.0,27-7,WCC,25.0,80.0,3-3,2010
1435.0,24-9,SEC,26.0,50.0,7-4,2010
1400.0,24-10,Big 12,27.0,45.0,5-8,2010
1199.0,22-10,ACC,28.0,22.0,4-7,2010
1266.0,22-12,Big East,29.0,10.0,5-9,2010
1210.0,23-13,ACC,30.0,6.0,5-9,2010
1388.0,28-6,WCC,31.0,115.0,3-2,2010
1439.0,25-9,ACC,32.0,63.0,3-4,2010
1448.0,20-11,ACC,33.0,7.0,6-6,2010
1350.0,26-9,A-10,34.0,71.0,7-2,2010
1155.0,21-11,ACC,35.0,23.0,5-7,2010
1281.0,23-11,Big 12,36.0,46.0,5-8,2010
1431.0,26-7,CUSA,37.0,98.0,1-3,2010
1143.0,24-11,Pac-12,38.0,54.0,3-7,2010
1329.0,22-11,Big 12,39.0,48.0,4-7,2010
1330.0,27-9,CAA,40.0,84.0,1-6,2010
1449.0,26-10,Pac-12,41.0,77.0,5-3,2010
1361.0,25-9,Mountain West,42.0,82.0,4-5,2010
1279.0,24-11,SEC,43.0,64.0,3-10,2010
1323.0,23-12,Big East,44.0,53.0,6-6,2010
1196.0,21-13,SEC,45.0,33.0,5-10,2010
1173.0,25-12,A-10,46.0,65.0,4-7,2010
1348.0,26-10,A-10,47.0,83.0,3-5,2010
1373.0,27-7,MAAC,48.0,142.0,0-5,2010
1293.0,31-5,MVC,49.0,254.0,1-2,2010
1257.0,20-13,Big East,50.0,35.0,4-8,2010
