Team_name,Team_GP,Team_PTS,Team_FGM,Team_FGA,Team_ThreePM,Team_ThreePA,Team_FTM,Team_FTA,Team_OR,Team_DR,Team_REB,Team_AST,Team_STL,Team_BLK,Team_TO,Team_PF,Team_FG_percent,Team_ThreeP_percent,Team_FT_percent,Year
1440.0,29.0,88.6,30.4,73.1,11.6,35.4,16.1,23.7,13.2,23.8,37.1,14.6,10.4,5.0,14.7,20.5,41.7,32.7,68.1,2010
1140.0,36.0,83.1,28.5,58.9,8.1,19.4,18.1,22.9,10.2,26.8,37.0,15.8,8.5,3.5,11.6,17.3,48.3,41.7,79.0,2010
1344.0,31.0,82.4,29.5,67.9,8.0,24.3,15.5,23.0,17.3,23.2,40.4,14.3,8.0,4.4,12.7,19.8,43.4,33.0,67.1,2010
1437.0,33.0,81.8,27.2,59.5,7.6,20.5,19.7,26.1,13.4,25.2,38.5,13.6,7.8,4.0,13.7,22.1,45.8,37.3,75.5,2010
1242.0,36.0,81.6,28.7,58.6,7.3,18.0,16.9,24.2,13.0,27.5,40.5,16.9,8.4,6.4,13.1,18.2,48.9,40.4,69.9,2010
1400.0,34.0,81.2,29.6,63.5,5.7,16.6,16.4,25.8,14.8,27.1,41.9,14.4,7.9,5.7,13.6,19.7,46.6,34.5,63.3,2010
1393.0,35.0,80.9,29.8,57.7,7.0,17.8,14.4,21.3,11.9,26.3,38.2,19.2,9.6,6.3,15.2,14.7,51.6,39.1,67.7,2010
1370.0,31.0,80.3,28.4,64.1,5.3,15.9,18.2,28.1,15.0,25.1,40.1,12.1,9.3,1.9,17.7,23.4,44.3,33.3,64.6,2010
1371.0,32.0,80.1,29.3,65.8,6.5,19.6,14.9,21.9,14.3,24.5,38.8,15.2,7.4,5.3,10.7,18.8,44.5,33.3,68.2,2010
1267.0,34.0,79.9,27.9,58.4,6.5,17.4,17.6,25.7,12.1,26.9,39.0,16.1,6.4,7.9,12.7,18.0,47.8,37.6,68.4,2010
1462.0,35.0,79.8,27.5,59.5,7.1,19.0,17.7,24.9,12.7,27.7,40.4,14.1,6.7,3.8,12.9,18.9,46.2,37.7,71.1,2010
1243.0,37.0,79.7,26.5,59.0,6.8,19.0,19.8,29.7,15.1,23.7,38.8,14.6,7.4,5.1,14.3,22.3,45.0,36.0,66.8,2010
1268.0,33.0,79.7,29.3,62.2,5.9,15.5,15.2,20.9,12.8,25.7,38.5,16.5,7.8,4.7,11.6,16.8,47.1,38.2,72.9,2010
1305.0,34.0,79.5,28.9,60.0,6.5,18.0,15.1,20.7,11.0,26.1,37.1,14.1,5.1,4.4,11.9,17.4,48.2,36.2,73.2,2010
1377.0,32.0,79.5,27.7,58.3,7.6,20.4,16.5,24.8,9.3,28.5,37.8,16.8,6.9,5.1,14.5,14.0,47.5,37.4,66.4,2010
1246.0,37.0,79.4,28.1,58.6,6.1,18.4,17.1,25.6,14.5,27.3,41.8,15.1,7.2,7.2,14.5,16.9,47.9,33.3,66.9,2010
1358.0,33.0,79.3,27.5,59.5,8.7,23.5,15.5,22.0,12.4,25.4,37.8,20.4,7.8,2.6,13.4,20.0,46.3,37.0,70.3,2010
1449.0,36.0,79.2,27.9,61.4,5.3,15.8,18.1,25.1,13.2,24.7,37.9,14.3,7.3,4.2,12.8,21.2,45.4,33.6,72.0,2010
1252.0,30.0,79.1,27.5,59.3,8.1,22.2,15.9,22.6,12.8,24.0,36.8,17.3,6.7,2.5,14.6,17.3,46.5,36.4,70.5,2010
1222.0,35.0,78.6,27.4,65.2,8.3,23.3,15.6,21.9,12.6,21.3,33.8,12.4,9.4,2.9,9.0,18.6,42.0,35.6,71.0,2010
1388.0,34.0,78.5,27.8,57.4,8.4,20.6,14.6,19.2,10.9,25.7,36.6,16.0,4.9,5.2,11.6,16.4,48.4,40.6,76.1,2010
1279.0,35.0,78.4,28.2,62.5,8.2,22.7,13.9,20.9,13.1,26.1,39.3,13.9,7.5,5.2,12.1,18.9,45.1,36.1,66.3,2010
1308.0,34.0,78.3,27.0,58.7,8.4,22.8,15.8,22.6,10.5,25.1,35.6,14.2,6.0,3.3,12.9,17.4,46.0,37.1,70.0,2010
1340.0,32.0,78.0,27.8,58.2,8.1,21.6,14.4,20.1,11.1,20.7,31.8,13.3,6.3,4.0,13.5,18.5,47.7,37.4,71.7,2010
1181.0,39.0,77.3,26.4,59.6,7.6,19.6,16.9,22.3,14.6,24.6,39.2,14.0,6.6,4.1,11.0,18.1,44.3,38.7,75.5,2010
1281.0,34.0,77.3,27.2,61.9,7.6,20.6,15.2,21.0,13.0,22.3,35.3,15.4,10.9,4.7,12.7,19.3,44.0,36.8,72.4,2010
1143.0,35.0,77.2,27.6,57.9,6.5,17.4,15.5,20.5,11.3,24.2,35.5,14.3,5.7,2.5,12.0,16.9,47.6,37.4,75.7,2010
1402.0,31.0,77.2,25.6,61.4,6.9,20.8,19.1,28.6,15.0,24.5,39.5,14.5,9.2,3.1,17.9,24.9,41.7,33.2,66.8,2010
1124.0,36.0,77.0,27.6,56.7,7.1,18.4,14.7,20.3,12.3,26.8,39.1,14.1,6.6,6.7,13.6,17.7,48.7,38.5,72.5,2010
1211.0,34.0,76.9,26.8,54.6,5.4,15.2,17.9,26.9,10.5,27.3,37.8,13.4,6.7,4.2,13.1,18.1,49.1,35.3,66.4,2010
1435.0,33.0,76.9,26.0,55.4,6.2,16.7,18.7,25.9,10.9,25.3,36.3,13.2,5.7,5.2,13.6,19.1,47.0,36.8,72.1,2010
1403.0,35.0,76.7,26.3,60.1,5.6,15.1,18.4,25.7,12.1,25.0,37.1,14.3,6.8,4.4,13.7,21.3,43.8,37.1,71.5,2010
1293.0,36.0,76.5,27.2,54.5,6.3,16.6,15.9,22.8,12.2,24.4,36.6,15.4,9.6,5.4,14.6,17.2,49.9,37.7,69.5,2010
1324.0,35.0,76.5,26.3,58.7,5.9,18.3,18.0,25.0,13.6,24.8,38.4,13.2,6.7,4.8,13.9,18.0,44.8,32.2,71.9,2010
