Team_name,Team_GP,Team_PTS,Team_FGM,Team_FGA,Team_ThreePM,Team_ThreePA,Team_FTM,Team_FTA,Team_OR,Team_DR,Team_REB,Team_AST,Team_STL,Team_BLK,Team_TO,Team_PF,Team_FG_percent,Team_ThreeP_percent,Team_FT_percent,Year
1211.0,37.0,86.1,32.1,61.7,7.5,19.9,14.4,20.8,10.4,26.8,37.2,16.2,7.2,3.4,10.7,16.6,52.1,37.9,69.3,2023
1405.0,35.0,85.4,30.2,61.1,8.6,21.8,16.4,21.3,10.1,24.0,34.1,14.9,6.8,2.9,9.6,16.1,49.4,39.5,77.0,2023
1331.0,35.0,83.3,30.2,63.7,10.7,29.3,12.1,15.7,8.9,27.9,36.8,14.7,6.8,5.4,9.4,12.9,47.4,36.5,77.4,2023
1381.0,37.0,82.8,28.8,61.8,8.5,24.0,16.8,23.2,10.7,27.9,38.6,13.1,7.2,3.4,13.3,18.4,46.5,35.3,72.5,2023
1464.0,34.0,81.9,29.9,61.4,8.0,21.9,14.1,18.1,10.3,24.9,35.2,15.3,7.0,2.8,11.0,16.2,48.7,36.5,77.9,2023
1112.0,35.0,81.9,29.2,59.2,8.4,22.3,15.0,21.2,10.2,29.1,39.3,18.9,6.1,3.1,13.4,16.9,49.4,37.8,70.8,2023
1104.0,37.0,81.8,27.6,62.5,9.9,29.5,16.6,22.9,13.1,31.6,44.6,15.0,6.1,5.1,13.8,18.8,44.2,33.5,72.5,2023
1267.0,32.0,81.8,30.8,66.3,8.3,24.4,11.9,17.1,12.3,26.6,38.9,17.5,9.0,5.3,11.6,16.5,46.5,33.8,69.3,2023
1165.0,28.0,81.7,29.1,62.1,10.7,30.4,12.7,17.5,10.4,24.0,34.4,17.5,9.7,2.3,12.4,16.6,47.0,35.3,72.4,2023
1462.0,37.0,80.9,30.0,61.0,7.4,19.0,13.6,19.1,10.3,27.5,37.7,19.1,6.4,3.2,12.4,16.1,49.2,39.0,71.0,2023
1202.0,36.0,80.9,28.2,59.1,9.4,27.4,15.0,20.2,9.8,25.3,35.1,16.7,6.6,3.2,11.0,16.8,47.7,34.4,74.1,2023
1307.0,34.0,80.9,28.9,60.1,5.6,16.0,17.4,23.5,9.8,27.3,37.1,13.7,6.7,3.9,11.2,16.9,48.1,35.2,73.9,2023
1412.0,39.0,80.7,28.5,63.1,7.1,19.9,16.6,22.5,13.5,27.4,40.9,14.1,8.1,4.3,12.5,17.0,45.2,35.5,74.1,2023
1241.0,33.0,80.5,28.3,61.2,8.0,22.8,16.0,22.7,11.9,26.2,38.1,13.5,9.0,2.6,13.2,17.7,46.2,35.0,70.7,2023
