Team_name,Team_BPI,Team_DEF_I,Team_OFF_I,Year
1242.0,21.9,9.6,12.4,2008
1314.0,20.2,1.0,19.2,2008
1272.0,19.3,8.0,11.3,2008
1417.0,18.9,10.9,7.9,2008
1181.0,18.2,4.3,13.8,2008
1207.0,17.2,12.9,4.3,2008
1452.0,16.6,7.7,8.9,2008
1458.0,16.5,14.4,2.1,2008
1397.0,16.1,2.8,13.3,2008
1257.0,16.1,9.1,7.1,2008
1172.0,14.8,5.3,9.5,2008
1155.0,14.7,4.5,10.2,2008
1450.0,14.3,13.2,1.1,2008
1462.0,14.3,6.4,7.9,2008
1266.0,14.2,5.9,8.3,2008
1390.0,14.1,8.6,5.5,2008
1400.0,13.7,4.3,9.4,2008
1277.0,13.6,7.8,5.8,2008
1338.0,13.3,6.0,7.2,2008
1231.0,12.6,4.1,8.5,2008
1139.0,12.5,9.2,3.3,2008
1163.0,12.3,3.8,8.5,2008
1401.0,12.3,8.2,4.1,2008
1323.0,12.2,1.6,10.6,2008
1425.0,12.0,7.1,4.9,2008
1326.0,11.8,8.2,3.6,2008
1211.0,11.0,2.9,8.1,2008
1280.0,11.0,5.5,5.5,2008
1112.0,10.7,4.1,6.6,2008
1196.0,10.6,2.5,8.1,2008
1274.0,10.4,2.2,8.1,2008
1179.0,10.3,4.9,5.4,2008
1345.0,9.9,6.0,3.9,2008
1332.0,9.9,-1.1,11.0,2008
1439.0,9.8,7.4,2.4,2008
1116.0,9.7,4.1,5.5,2008
1243.0,9.6,1.1,8.6,2008
1393.0,9.6,-0.6,10.1,2008
1328.0,9.5,6.9,2.6,2008
1386.0,9.3,3.2,6.1,2008
1279.0,9.3,-0.7,10.1,2008
1307.0,9.3,4.1,5.2,2008
1210.0,9.2,-0.5,9.8,2008
1281.0,9.1,-1.0,10.1,2008
1437.0,9.0,3.4,5.6,2008
1433.0,9.0,8.6,0.4,2008
1388.0,9.0,3.9,5.1,2008
1424.0,8.6,6.0,2.6,2008
1435.0,8.4,-1.6,10.0,2008
1268.0,8.3,2.4,5.9,2008
