Team_name,Team_BPI,Team_DEF_I,Team_OFF_I,Year
1246.0,23.9,13.6,10.3,2015
1181.0,22.4,6.0,16.4,2015
1458.0,21.7,11.3,10.4,2015
1438.0,19.6,17.7,1.9,2015
1112.0,19.6,8.9,10.7,2015
1437.0,19.3,8.5,10.8,2015
1314.0,17.8,2.9,14.9,2015
1211.0,16.4,4.9,11.5,2015
1326.0,16.3,6.6,9.7,2015
1428.0,16.2,11.3,5.0,2015
1323.0,15.8,2.8,13.0,2015
1257.0,14.8,9.8,5.1,2015
1242.0,14.4,5.5,8.9,2015
1328.0,13.9,6.6,7.4,2015
1235.0,13.8,1.1,12.7,2015
1277.0,13.7,6.2,7.6,2015
1455.0,13.7,8.6,5.1,2015
1124.0,13.6,8.8,4.8,2015
1139.0,12.8,9.3,3.5,2015
1400.0,12.5,8.5,4.0,2015
1234.0,12.1,6.5,5.6,2015
1433.0,12.0,3.7,8.3,2015
1320.0,11.8,10.9,0.9,2015
1452.0,11.5,3.5,8.0,2015
1393.0,10.7,6.4,4.3,2015
1268.0,10.5,6.4,4.1,2015
1301.0,10.4,4.0,6.4,2015
1344.0,10.4,4.6,5.8,2015
1207.0,10.4,4.3,6.0,2015
1172.0,10.3,-0.9,11.2,2015
1140.0,10.2,-4.4,14.6,2015
1196.0,10.2,9.8,0.4,2015
1116.0,10.0,-0.4,10.4,2015
1345.0,9.9,5.3,4.6,2015
1374.0,9.8,6.5,3.3,2015
1228.0,9.7,4.9,4.8,2015
1231.0,9.7,-1.9,11.5,2015
1274.0,9.7,5.3,4.4,2015
1329.0,9.5,6.0,3.6,2015
1462.0,9.5,1.1,8.4,2015
1173.0,9.4,6.7,2.7,2015
1385.0,9.2,2.9,6.3,2015
1350.0,8.9,6.9,2.0,2015
1372.0,8.8,1.9,6.9,2015
1153.0,8.7,11.0,-2.3,2015
1208.0,8.6,4.8,3.9,2015
1278.0,8.5,0.8,7.7,2015
1279.0,8.3,0.9,7.3,2015
1330.0,8.2,9.6,-1.5,2015
1348.0,8.1,6.6,1.5,2015
