Team_name,Team_BPI,Team_DEF_I,Team_OFF_I,Year
1438.0,23.2,11.0,12.2,2019
1211.0,23.1,9.0,14.0,2019
1181.0,21.3,10.4,10.9,2019
1277.0,19.8,9.1,10.7,2019
1314.0,18.9,8.2,10.7,2019
1403.0,18.8,12.6,6.2,2019
1246.0,18.3,8.8,9.4,2019
1276.0,17.8,11.5,6.3,2019
1345.0,17.4,5.6,11.8,2019
1397.0,17.1,5.7,11.4,2019
1439.0,16.5,6.7,9.9,2019
1120.0,16.4,5.9,10.5,2019
1222.0,15.9,8.1,7.7,2019
1199.0,14.6,8.7,5.9,2019
1235.0,14.5,5.5,9.0,2019
1459.0,14.3,4.4,9.9,2019
1458.0,14.3,9.4,5.0,2019
1242.0,14.2,7.3,6.9,2019
1257.0,13.4,6.6,6.8,2019
1280.0,12.9,4.2,8.7,2019
1305.0,12.9,5.7,7.1,2019
1243.0,12.7,9.9,2.8,2019
1261.0,12.7,4.2,8.5,2019
1138.0,12.6,5.6,7.0,2019
1437.0,12.5,4.0,8.5,2019
1268.0,12.0,5.9,6.1,2019
1153.0,11.8,6.7,5.2,2019
1400.0,11.8,6.0,5.8,2019
1301.0,11.7,4.6,7.0,2019
1196.0,11.6,7.2,4.4,2019
1332.0,11.6,7.8,3.7,2019
1266.0,11.5,5.8,5.7,2019
1155.0,10.9,7.9,3.0,2019
1328.0,10.6,6.6,4.0,2019
1393.0,10.5,6.7,3.8,2019
1416.0,10.5,6.0,4.5,2019
1234.0,10.5,1.6,8.9,2019
1388.0,10.4,3.1,7.3,2019
1124.0,10.3,3.6,6.7,2019
1304.0,10.2,4.5,5.7,2019
1433.0,10.0,9.9,0.1,2019
1326.0,9.8,6.3,3.5,2019
1395.0,9.5,5.3,4.2,2019
1125.0,9.4,1.9,7.5,2019
1231.0,9.0,5.9,3.1,2019
1293.0,9.0,3.2,5.8,2019
1252.0,8.9,4.1,4.9,2019
1336.0,8.9,6.6,2.3,2019
1429.0,8.9,4.4,4.5,2019
1166.0,8.8,2.4,6.4,2019
