Team_name,Team_GP,Team_PTS,Team_FGM,Team_FGA,Team_ThreePM,Team_ThreePA,Team_FTM,Team_FTA,Team_OR,Team_DR,Team_REB,Team_AST,Team_STL,Team_BLK,Team_TO,Team_PF,Team_FG_percent,Team_ThreeP_percent,Team_FT_percent,Year
1104.0,37.0,90.1,30.7,64.5,11.2,29.9,17.6,22.8,12.8,26.9,39.6,15.9,6.9,4.4,11.8,19.9,47.6,37.3,77.2,2024
1246.0,33.0,89.0,32.0,64.6,9.9,24.2,15.2,19.7,10.1,27.6,37.6,17.5,7.5,6.3,10.7,17.5,49.5,40.9,77.2,2024
1112.0,36.0,87.1,31.2,64.5,7.9,21.6,16.8,23.4,13.1,29.5,42.6,18.5,8.3,3.7,11.9,16.4,48.4,36.6,71.7,2024
1460.0,32.0,86.5,32.3,60.9,6.8,17.8,15.1,19.9,9.0,25.6,34.6,16.5,6.3,2.8,11.8,15.6,53.0,38.3,75.7,2024
1359.0,35.0,86.1,30.1,61.5,10.0,25.4,15.8,21.9,10.6,25.2,35.8,17.7,9.9,3.7,13.0,19.1,49.0,39.5,72.3,2024
1196.0,36.0,85.6,29.9,65.3,7.8,22.6,17.9,25.1,14.6,27.6,42.3,15.2,6.7,5.3,11.7,18.5,45.8,34.5,71.5,2024
1232.0,39.0,84.8,29.3,57.9,10.9,28.7,15.4,19.3,7.2,28.3,35.5,17.9,6.1,1.8,11.6,16.4,50.5,38.2,79.6,2024
1211.0,35.0,84.5,32.0,61.8,6.9,19.3,13.6,18.9,10.8,27.9,38.7,16.7,6.7,3.9,9.8,15.6,51.8,36.1,72.1,2024
1219.0,36.0,83.9,27.8,60.1,8.3,24.4,20.1,25.8,13.1,26.6,39.7,11.9,5.1,3.3,11.1,18.1,46.2,34.1,77.8,2024
1228.0,38.0,83.4,29.1,62.0,8.3,23.9,16.9,23.0,12.8,28.1,40.9,13.3,4.4,3.8,10.6,15.2,46.9,34.9,73.6,2024
1241.0,36.0,83.2,29.8,62.6,8.5,23.7,15.1,21.4,11.4,27.1,38.5,16.0,9.0,3.1,10.9,17.3,47.6,36.0,70.3,2024
1234.0,34.0,83.1,30.1,63.4,6.6,18.9,16.2,20.9,9.8,25.8,35.6,17.8,6.8,3.9,9.6,17.0,47.6,35.1,77.4,2024
1120.0,35.0,83.1,28.9,60.6,8.0,22.7,17.4,23.2,11.2,26.6,37.8,17.8,7.4,6.1,10.7,19.4,47.6,35.2,75.0,2024
1244.0,31.0,82.8,29.3,65.6,9.4,28.6,14.8,22.0,12.2,26.5,38.8,14.8,7.4,4.1,12.1,20.2,44.6,32.9,67.4,2024
1345.0,39.0,82.3,28.4,58.3,8.2,20.2,17.3,24.1,12.2,28.2,40.4,18.5,5.4,3.6,11.3,13.7,48.8,40.4,72.0,2024
1165.0,30.0,82.1,29.8,61.2,10.3,29.7,12.1,16.7,9.6,25.9,35.4,18.1,8.3,2.6,12.2,18.3,48.7,34.8,72.3,2024
1252.0,32.0,82.1,30.0,60.8,9.3,24.4,12.8,16.7,7.6,25.6,33.3,14.5,6.1,3.4,10.0,12.9,49.3,38.0,76.7,2024
1194.0,34.0,82.0,29.2,61.0,8.4,23.8,15.3,21.3,11.6,26.4,38.1,14.9,7.2,3.1,11.4,16.1,47.8,35.1,72.0,2024
1314.0,37.0,81.9,28.3,62.8,8.1,22.7,17.3,22.8,12.2,28.9,41.1,14.5,5.8,4.1,10.1,16.5,45.0,35.9,75.9,2024
1408.0,31.0,81.9,27.6,58.0,7.5,21.1,19.2,26.2,7.0,26.2,33.2,14.2,7.8,4.4,11.2,17.1,47.6,35.7,73.2,2024
1404.0,32.0,81.5,28.4,63.9,8.7,24.3,16.1,20.8,10.2,31.1,41.2,13.0,6.2,2.8,11.4,14.2,44.4,35.8,77.1,2024
1140.0,34.0,81.4,29.2,63.4,11.1,32.0,11.9,16.1,11.9,27.6,39.5,18.5,5.9,3.0,10.7,17.8,46.0,34.8,74.2,2024
1163.0,40.0,81.4,29.4,59.2,8.5,23.8,14.1,18.9,11.7,27.1,38.8,18.7,6.2,5.4,9.6,16.3,49.7,35.8,74.3,2024
1464.0,32.0,81.2,29.1,64.5,8.8,27.3,14.2,18.4,12.8,27.2,40.0,15.3,6.2,4.9,11.0,16.3,45.1,32.3,77.1,2024
