Team_name,Team_BPI,Team_DEF_I,Team_OFF_I,Year
1181.0,22.5,9.6,12.8,2010
1242.0,21.2,7.8,13.4,2010
1393.0,18.8,5.5,13.4,2010
1246.0,17.2,5.5,11.7,2010
1452.0,16.5,8.7,7.8,2010
1326.0,16.5,8.0,8.5,2010
1458.0,15.9,13.6,2.3,2010
1124.0,15.4,6.0,9.5,2010
1268.0,15.2,3.3,11.9,2010
1437.0,15.0,0.6,14.5,2010
1345.0,14.9,9.3,5.6,2010
1243.0,14.5,3.3,11.3,2010
1207.0,14.5,6.2,8.3,2010
1140.0,14.4,1.8,12.6,2010
1400.0,14.2,1.9,12.3,2010
1397.0,13.8,6.7,7.1,2010
1281.0,13.7,4.6,9.1,2010
1462.0,13.4,1.6,11.9,2010
1155.0,13.4,6.3,7.2,2010
1199.0,13.1,10.4,2.7,2010
1278.0,12.8,6.2,6.6,2010
1429.0,12.8,8.7,4.1,2010
1435.0,12.7,3.4,9.2,2010
1266.0,12.6,6.2,6.4,2010
1139.0,12.5,9.4,3.1,2010
1338.0,12.5,9.5,3.0,2010
1257.0,12.4,3.3,9.1,2010
1277.0,12.2,5.9,6.3,2010
1396.0,12.0,13.1,-1.1,2010
1210.0,11.9,5.9,6.0,2010
1143.0,11.7,0.5,11.3,2010
1449.0,11.4,0.5,10.8,2010
1330.0,11.3,11.0,0.3,2010
1401.0,11.2,6.8,4.4,2010
1280.0,11.1,5.2,5.8,2010
1293.0,10.9,6.3,4.6,2010
1279.0,10.9,1.2,9.7,2010
1196.0,10.8,4.9,5.9,2010
1424.0,10.8,4.9,5.9,2010
1173.0,10.6,8.1,2.5,2010
1165.0,10.5,3.6,6.9,2010
1431.0,10.5,4.2,6.3,2010
1320.0,10.3,12.9,-2.7,2010
1163.0,10.1,5.7,4.4,2010
1439.0,10.0,5.4,4.6,2010
1272.0,9.9,4.0,6.0,2010
1350.0,9.7,7.7,2.1,2010
1307.0,9.7,2.4,7.3,2010
1329.0,9.6,3.5,6.1,2010
1373.0,9.6,2.1,7.5,2010
