Team_name,Team_BPI,Team_DEF_I,Team_OFF_I,Year
1211.0,20.5,7.7,12.8,2022
1222.0,19.8,9.7,10.1,2022
1397.0,18.0,10.9,7.1,2022
1124.0,17.9,7.8,10.1,2022
1246.0,17.7,6.6,11.1,2022
1242.0,17.6,6.7,10.9,2022
1112.0,17.6,7.1,10.5,2022
1437.0,17.6,6.8,10.7,2022
1181.0,16.8,4.8,12.0,2022
1403.0,16.5,10.5,6.0,2022
1345.0,16.4,3.6,12.7,2022
1417.0,16.2,6.9,9.2,2022
1120.0,15.6,9.0,6.5,2022
1234.0,15.5,3.5,11.9,2022
1261.0,14.0,10.4,3.6,2022
1228.0,13.9,6.7,7.3,2022
1400.0,13.9,7.8,6.0,2022
1314.0,13.3,5.5,7.8,2022
1163.0,13.3,5.7,7.6,2022
1439.0,13.2,5.0,8.3,2022
1116.0,12.8,7.6,5.3,2022
1388.0,11.8,7.3,4.5,2022
1272.0,11.8,6.2,5.6,2022
1104.0,11.6,3.4,8.2,2022
1326.0,11.5,2.9,8.6,2022
1276.0,11.4,3.9,7.6,2022
1260.0,11.2,6.4,4.9,2022
1458.0,10.9,6.1,4.7,2022
1344.0,10.7,5.3,5.4,2022
1328.0,10.7,5.6,5.1,2022
1361.0,10.6,10.3,0.3,2022
1362.0,10.6,5.1,5.4,2022
1395.0,10.5,6.5,4.0,2022
1277.0,10.3,4.7,5.6,2022
1293.0,10.3,3.7,6.6,2022
1448.0,10.2,4.9,5.3,2022
1280.0,10.2,4.9,5.3,2022
1329.0,10.2,9.4,0.8,2022
1401.0,10.1,5.8,4.2,2022
1436.0,10.0,3.2,6.7,2022
1231.0,10.0,6.8,3.2,2022
1323.0,9.8,2.9,6.9,2022
1425.0,9.8,5.0,4.8,2022
1173.0,9.7,5.5,4.3,2022
1371.0,9.6,5.6,4.0,2022
1462.0,9.6,4.2,5.3,2022
1196.0,9.4,4.5,4.9,2022
1385.0,9.2,3.8,5.4,2022
1412.0,9.2,3.8,5.5,2022
1274.0,9.1,1.5,7.7,2022
