Team_name,Team_BPI,Team_DEF_I,Team_OFF_I,Year
1222.0,20.5,10.6,9.9,2023
1104.0,18.9,10.8,8.1,2023
1163.0,18.9,8.6,10.2,2023
1397.0,18.3,12.5,5.7,2023
1417.0,17.8,10.2,7.6,2023
1400.0,16.8,8.4,8.4,2023
1345.0,15.4,6.5,9.0,2023
1211.0,14.9,2.5,12.5,2023
1242.0,14.7,7.7,7.0,2023
1166.0,14.5,6.2,8.3,2023
1112.0,14.2,4.6,9.6,2023
1124.0,13.8,3.2,10.6,2023
1266.0,13.6,4.8,8.8,2023
1181.0,13.0,6.8,6.1,2023
1361.0,12.6,8.0,4.6,2023
1116.0,12.6,7.8,4.7,2023
1246.0,12.5,4.6,8.0,2023
1462.0,12.5,3.6,8.8,2023
1231.0,12.3,5.5,6.8,2023
1388.0,12.2,7.6,4.6,2023
1452.0,12.1,3.9,8.2,2023
1268.0,12.0,5.9,6.1,2023
1438.0,11.9,6.9,5.0,2023
1353.0,11.7,10.1,1.6,2023
1401.0,11.7,5.5,6.1,2023
1120.0,11.6,6.3,5.4,2023
1395.0,11.6,6.6,5.0,2023
1235.0,11.6,9.0,2.6,2023
1272.0,11.5,5.6,5.9,2023
1274.0,11.5,1.8,9.7,2023
1243.0,11.4,6.5,5.0,2023
1228.0,11.1,6.8,4.3,2023
1194.0,11.0,4.5,6.5,2023
1277.0,10.8,5.2,5.7,2023
1234.0,10.8,0.7,10.1,2023
1326.0,10.4,2.9,7.5,2023
1321.0,10.4,7.2,3.2,2023
1344.0,10.4,3.1,7.3,2023
1314.0,10.2,5.0,5.2,2023
1336.0,10.2,1.8,8.4,2023
1251.0,10.1,4.7,5.4,2023
1329.0,10.1,8.9,1.3,2023
1332.0,9.7,4.5,5.3,2023
1301.0,9.6,3.7,5.9,2023
1429.0,9.4,2.6,6.8,2023
1280.0,9.4,8.5,0.9,2023
1153.0,9.4,4.3,5.1,2023
1129.0,9.2,5.5,3.7,2023
1358.0,9.2,7.2,2.0,2023
1416.0,9.1,6.0,3.1,2023
